Kommentarer__0-5_,Kvinne,Musescore,Melodi,Melodi_link,Komponist,Komponist_link,Levde_når,Levde_når_link,Lyrikk,Lyrikk_link,Unnamed_8,Unnamed_8_link,Når_komponert,Når_komponert_link,Unnamed_10,Unnamed_10_link,Unnamed_11,Diverse_kommentarer,Diverse_kommentarer_link,Egne_noter,Forlag,Platenr_,Unnamed_16
,K,x,Maaltrostens vuggevise,https://musescore.com/user/26911315/scores/6255264,"Moe, Alexandra",https://www.nb.no/items/efa90f63239846fc1723ca64d63d07db?page=0&searchText=%22Alexandra%20Moe%22,1863 - 1928,,Theodor Caspari,https://no.wikipedia.org/wiki/Theodor_Caspari,1853 - 1948,,1900,,Urd,,,,,,Haakon Zapffe,1309,
3,K,x,Capriccio,https://musescore.com/user/26911315/scores/9658516,"Moestue, Marie",https://no.wikipedia.org/wiki/Marie_Louise_Moestue,1869 - 1948,,,,,,1898,,,,,,,,Carl Warmuth,2295,
,K,,Hvile  & Æbleblomst,,"Moestue, Marie",https://no.wikipedia.org/wiki/Marie_Louise_Moestue,1869 - 1948,,,,,,1903,,,,,,,,,,
4,K,x,Ikvæld er det Julekvæld!,https://musescore.com/user/26911315/scores/22456243,"Moestue, Marie",https://no.wikipedia.org/wiki/Marie_Louise_Moestue,1869 - 1948,,"Krag, Vilhelm",https://en.wikipedia.org/wiki/Vilhelm_Krag,1871 - 1933,,1896,,,,,,,,Carl Warmuth,2153,
5,,x,Hilsen til moder Norge,https://musescore.com/user/26911315/scores/8337203,"Monsen, Thormod",https://www.nb.no/items/97f9274c98d8f1f84c5b508211e598e9?page=1&searchText=%22Thormod%20Monsen%22,1848 - 1941,,"Monsen, Thormod",https://www.nb.no/items/97f9274c98d8f1f84c5b508211e598e9?page=1&searchText=%22Thormod%20Monsen%22,1848 - 1941,,1916,,,,,,,,Oluf By,1456,
4,,x,"Mazurka - ""In Poland""",https://musescore.com/user/26911315/scores/15083320,"Moszkowski, Moritz",https://en.wikipedia.org/wiki/Moritz_Moszkowski,1854 - 1925,,,,,,1876,,Opus 10. No 3,,,,,Fra IMSLP,,,
3,,x,Melodie,https://musescore.com/user/26911315/scores/12440344,"Moszkowski, Moritz",https://en.wikipedia.org/wiki/Moritz_Moszkowski,1854 - 1925,,,,,,1879,,Opus 18. No 1,,,,,,Carl Warmuth,627,
3,,x,Serenata,https://musescore.com/user/26911315/scores/12410356,"Moszkowski, Moritz",https://en.wikipedia.org/wiki/Moritz_Moszkowski,1854 - 1925,,,,,,1878,,Opus 15. No 1,,,,,,Carl Warmuth,883,
4,,x,Et hjem,https://musescore.com/user/26911315/scores/6537448,"Mowinckel jr., Johan Ludwig",https://snl.no/Johan_Ludwig_Mowinckel_-_jr.,1895 - 1940,,Henrik Ibsen,https://no.wikipedia.org/wiki/Henrik_Ibsen,1828 - 1906,,1920,,Published 1921,,12. januar 1878,1954-08-05 00:00:00,,,Einar Kaland,44,
,,,Four Norwegian Humoresques,,"Mullen, Alfred Frederic",https://musicalhomejournal.wordpress.com/composerbios/surnames-m-r/,1868 - 1936,,,,,,1900,,,,,,,Fra IMSLP,,,
5,,x,Norwegian Bridal Procession,https://musescore.com/user/26911315/scores/12374554,"Mullen, Alfred Frederic",https://musicalhomejournal.wordpress.com/composerbios/surnames-m-r/,1868 - 1936,,,,,,1906,,,,,,,Fra IMSLP,,,
5,K,x,Emma-polka,https://musescore.com/user/26911315/scores/22884955,"Munch, Nathalie",,1812 - 1900,,,,,,1858?,,,,,,,NB,"C. C. Lose & Delbanco, Kjøbenhavn",,
4,K,x,Vals,https://musescore.com/user/26911315/scores/23520055,"Munch, Nathalie (Nathalie Linaae)",,1812 - 1900,,,,,,1824,,First score published by a Norweigan woman.,,,,,,H. T. Winther,,
3,,x,Berceuse,https://musescore.com/user/26911315/scores/6052288,"Müller, Fritz (Johan Karl)",,1878 - 1954,,Kristian Hansen Holtvedt,https://www.nb.no/items/a18ec84f788beabff9328d41308cf617?page=123&searchText=%22Fritz%20Muller%22,1871 -1945,,1904,,,,,,,,,,
,K,x,Velkomst-sang,https://musescore.com/user/26911315/scores/8086401,"Müller, Rikka",,1860 - 1927,,"Müller, Rikka",,1860 - 1927,,1905,,,,,,,,Brødrene Hals,,
,,,Evig Ungdom,,"Møller, Agnes",,,,"Aagaard, Oscar",,1855 - 1936,,1904,,,,,,,,,,
4,,x,A nice little girl in Seattle I know,https://musescore.com/user/26911315/scores/15024304,"Møller, Rudolph Hagbart",https://strindahistorielag.no/wiki/index.php?title=Rudolph_Hagbarth_Møller,1869 - 1935,,"Stordahl, Baard Hansen",,1884 - 1959,,1913,,,,,,,,,,
5,,x,Jeg længter mot Sol og Sommer,https://musescore.com/user/26911315/scores/7414652,"Møller, Rudolph Hagbart",https://strindahistorielag.no/wiki/index.php?title=Rudolph_Hagbarth_Møller,1869 - 1935,,Robert Loennecken,,1871 - 1974,,1917,,Published 1920 in Norway,,,,,,,,
1,K,x,Albumblad,https://musescore.com/user/26911315/scores/9531010,"Mørck, Ulla",,1867 - 1950,,,,,,1892,,Op. 2. No 2,,,,,,Carl Warmuth,1827,
,K,,Alla Menuetto,,"Mørck, Ulla",,1867 - 1950,,,,,,1892,,Op. 2. No 1,,,,,,Carl Warmuth,1826,
1,K,x,Andante religioso,https://musescore.com/user/26911315/scores/9698938,"Mørck, Ulla",,1867 - 1950,,,,,,1892,,Op. 2. No 4,,,,,,Carl Warmuth,1829,
1,K,x,Impromptu,https://musescore.com/user/26911315/scores/9638638,"Mørck, Ulla",,1867 - 1950,,,,,,1892,,Op. 2. No 3,,,,,,Carl Warmuth,1828,
5,K,x,Intermezzo,https://musescore.com/user/26911315/scores/9516148,"Mørck, Ulla",,1867 - 1950,,,,,,1892,,Op. 2. No 5,,,,,,Carl Warmuth,1830,
3,K,x,Capriccio,https://musescore.com/user/26911315/scores/6443361,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1908,,Op 10,,,,,,,,
5,K,x,Gavotte,https://musescore.com/user/26911315/scores/5911382,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1909,,Op. 13,,,,,,Oluf By,,
3,K,x,I gammel stil,https://musescore.com/user/26911315/scores/14789524,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1925,,Op. 27,,,,,PDF,Norsk Musikforlag,,
5,K,x,I tanker,https://musescore.com/user/26911315/scores/5944555,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1915,,Op 19.,,,,,,Oluf By,1314,
,K,x,Idyl,https://musescore.com/user/26911315/scores/6434852,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1908,,Op 11. No 3,,,,,,Oluf By,1314,
,k,x,Impromptu,https://musescore.com/user/26911315/scores/6328246,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1912,,Op 15. No 2,,,,,,Norsk Musikforlag,5878,
4,K,x,Kinderspiele,https://musescore.com/user/26911315/scores/6329661,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1912,,Op 15. No 3,,,,,,Oluf By,1632,
5,K,x,Opus 15 - Part II,https://musescore.com/user/26911315/scores/10103365,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1912,,Op 15. No 4 - 6,,,,,,Oluf By,1315,
1,K,x,Polka Mignonne,https://musescore.com/user/26911315/scores/8767473,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1890,,Op. 2,,,,,,Carl Warmuth,1513,
,K,,Resignation,,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1920,,Op 21,,,,,,Oluf By,366,
1,K,x,Romance,https://musescore.com/user/26911315/scores/8549354,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1892,,Op. 3,,,,,,Wilhelm Hansen,10884,
1,K,x,Sang uden Ord,https://musescore.com/user/26911315/scores/6434852,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1908,,Op 11. No 2,,,,,,Oluf By,1314,
2,K,x,Scherzino,https://musescore.com/user/26911315/scores/14890786,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1925,,Op. 29,,,,,PDF,Norsk Musikforlag,,
4,K,x,Sehnsucht,https://musescore.com/user/26911315/scores/6327299,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1912,,Op 15. No 1,,,,,Ikke egne noter.,,,
,K,x,Serenade,https://musescore.com/user/26911315/scores/6542449,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1911,,Op 14.,,,,,,Oluf By,1275,
1,K,x,Tre etuder,https://musescore.com/user/26911315/scores/6263568,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1890,,Op 1.,,,,,,Norsk Musikforlag,1890,
,K,x,Ungarisch,https://musescore.com/user/26911315/scores/6204090,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1890,,Op. 5,,,,,,Oluf By,1406,367
,K,x,Vaarvise,https://musescore.com/user/26911315/scores/6852828,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1915,,Op. 17,,,,,,Oluf By,365,1314
,K,x,Ved Afskeden,https://musescore.com/user/26911315/scores/6434852,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1908,,Op 11. No 1,,,,,,,,5878
,K,x,Vuggevise,https://musescore.com/user/26911315/scores/10404346,"Nathan, Mathilde Berendsen",https://no.wikipedia.org/wiki/Mathilde_Berendsen_Nathan,1857 - 1926,,,,,,1909,,Op. 12,,,,,,Oluf By,1203,1314
5,,x,Spieldose,https://musescore.com/user/26911315/scores/20523271,"Nebling, Emil",,1852 - 1876 ?,,,,,,1874,,,,,,,,C. Paez ,,
4,,x,Lekende hjerter,https://musescore.com/user/26911315/scores/23256775,"Nerem, Johan",,1886 - 1981,,,,,,?,,,,,,,,Eget forlag,1,
,,,Albumblad,,"Neupert, Edmund",https://en.wikipedia.org/wiki/Edmund_Neupert,1842 - 1888,,,,,,,,Nordisk musiktidende no 12 - 1883,,,,,,Carl Warmuth,,
2,,x,Dandse Caprice,https://musescore.com/user/26911315/scores/22564972,"Neupert, Edmund",https://en.wikipedia.org/wiki/Edmund_Neupert,1842 - 1888,,,,,,1885,,Nordisk musiktidende no 4 - 1885,,,,,,,,
4,,x,Resignation,https://musescore.com/user/26911315/scores/8796063,"Neupert, Edmund",https://en.wikipedia.org/wiki/Edmund_Neupert,1842 - 1888,,,,,,,,"Op. 26 No 1, Published 1896",,,,,,,,
4,,x,Syng mig hjæm,https://musescore.com/user/26911315/scores/7783004,"Neupert, Edmund",https://en.wikipedia.org/wiki/Edmund_Neupert,1842 - 1888,,"Bjørnson, Bjørnstjerne",https://no.wikipedia.org/wiki/Bjørnstjerne_Bjørnson,1832- 1910,,<1880,,Op 26. No 1,,,,,,,,
2,,x,Aftenstemning på høifjellet,https://musescore.com/user/26911315/scores/12326029,"Nielsen, Emil",https://www.nb.no/items/6cd90df6d0d33410f62f2840f8f53325?page=61,1877 - 1942,,Theodor Caspari,https://no.wikipedia.org/wiki/Theodor_Caspari,1853 - 1948,,1931,,,,,,,,Norsk Notestik & Forlag,,
3,,,Vaart flag,,"Nilssen, Olav Sverre",,,,"Hovden, Anders",https://no.wikipedia.org/wiki/Anders_Hovden,1860 - 1943,,1905?,,,,,,,,,,
,K,x,Ofelias klagan,https://musescore.com/user/26911315/scores/6771868,"Nilsson, Kristina (de Casa Miranda)",https://sv.wikipedia.org/wiki/Kristina_Nilsson,1843 - 1921,,"Nilsson, Kristina (de Casa Miranda)",https://sv.wikipedia.org/wiki/Kristina_Nilsson,1843 - 1921,,1914,,,,,,,Ikke egne noter.,,,
3,,x,Ved livets kveld,https://musescore.com/user/26911315/scores/11650945,"Nilsson, Ragnvald",,1879 - 1955,https://www.nb.no/items/ba73ff1e41f11fc34564999dfb5df397?page=1&searchText=%22Ragnvald%20Nilsson%22,"Nilsson, Ragnvald",,1879 - 1955,https://www.nb.no/items/ba73ff1e41f11fc34564999dfb5df397?page=1&searchText=%22Ragnvald%20Nilsson%22,1923,,,,,,,,Musikcentralen,P. V. 18?,
,,x,Quadrille,https://musescore.com/user/26911315/scores/6167124,NN,,,,,,,,<1792,,The murder of King Gustav III,,,,,,Carl Warmuth,167,
,,,Sorg-marsch,,"Nordqvist, Conrad",https://sv.wikipedia.org/wiki/Conrad_Nordqvist,1840 - 1920,,,,,,1872,,Carl XVs funeral,,,,,,Brødrene Hals,674,
,,x,Flora-polka,https://musescore.com/user/26911315/scores/10305916,"Nordraak, Richard",https://no.wikipedia.org/wiki/Rikard_Nordraak,1842 - 1866,,,,,,1859,,"Opus 1, no 4",,,,,,Neupert,Første-utgave?,
,,x,Ja vi elsker,https://musescore.com/user/26911315/scores/7190991,"Nordraak, Richard",https://no.wikipedia.org/wiki/Rikard_Nordraak,1842 - 1866,,"Bjørnson, Bjørnstjerne",https://no.wikipedia.org/wiki/Bjørnstjerne_Bjørnson,1832- 1910,,1863,,"""Ja vi elsker"" (Score from 1905)","https://en.wikipedia.org/wiki/Ja,_vi_elsker_dette_landet",,,,,,,
,,,Purpose,,"Nordraak, Richard",https://no.wikipedia.org/wiki/Rikard_Nordraak,1842 - 1866,,,,,,1867,,,,,,,,Carl Warmuth,157,
,,,Troubadour-vals,,"Nordraak, Richard",https://no.wikipedia.org/wiki/Rikard_Nordraak,1842 - 1866,,,,,,,,Opptegnet av Erika Nissen,,,,,,Oluf By,328,
3,,x,Valse Caprice,https://musescore.com/user/26911315/scores/5945669,"Nordraak, Richard",https://no.wikipedia.org/wiki/Rikard_Nordraak,1842 - 1866,,,,,,,,,,,,,,,,
3,,x,Wenn siche zwei Herzen scheiden,https://musescore.com/user/26911315/scores/5948608,"Nordraak, Richard",https://no.wikipedia.org/wiki/Rikard_Nordraak,1842 - 1866,,Ukjent,,,,,,,,,,,,Abraham Lundquist,1285,
4,,x,Kröningsmarsch,https://musescore.com/user/26911315/scores/14774986,"Norman, Ludvig",https://en.wikipedia.org/wiki/Ludvig_Norman,1831 - 1885,,,,,,1873,,,,,,,,Elkan & Schildknecht,559,
5,,x,13. Infanteriregiments Marsch,https://musescore.com/user/26911315/scores/15232114,Olsen Ole,https://no.wikipedia.org/wiki/Ole_Olsen,1850 - 1927,,,,,,1917,,,,,,,,Norsk Musikforlag,4726,
2,,x,Albumblad,https://musescore.com/user/26911315/scores/13729009,Olsen Ole,https://no.wikipedia.org/wiki/Ole_Olsen,1850 - 1927,,,,,,1895,,Svensk Musiktidning,,,,,,,,
1,,x,Baadfart,https://musescore.com/user/26911315/scores/6798094,Olsen Ole,https://no.wikipedia.org/wiki/Ole_Olsen,1850 - 1927,,Olsen. Ole,https://no.wikipedia.org/wiki/Ole_Olsen,1850 - 1927,,1894,,Op 68. No. 1,,,,,,Norsk Musikforlag,4879,
3,,x,Caprice Norwegienne,https://musescore.com/user/26911315/scores/12233056,Olsen Ole,https://no.wikipedia.org/wiki/Ole_Olsen,1850 - 1927,,,,,,1883,,Op. 19. No. 1,,,,,,Petter Håkonsen,247,
3,,x,Eyde-Marschen,https://musescore.com/user/26911315/scores/6508440,Olsen Ole,https://no.wikipedia.org/wiki/Ole_Olsen,1850 - 1927,,,,,,1917,,Published 1920,,,,,,Brødrene Hals,388,
4,,x,Fanitul,https://musescore.com/user/26911315/scores/10528420,Olsen Ole,https://no.wikipedia.org/wiki/Ole_Olsen,1850 - 1927,,,,,,1880?,,Published 1885,,,,,,,,
2,,x,Fiskervise,https://musescore.com/user/26911315/scores/5821053,Olsen Ole,https://no.wikipedia.org/wiki/Ole_Olsen,1850 - 1927,,,,,,1895,,,,,,,,,,
,,,Leiv Erikson Marsch,,Olsen Ole,https://no.wikipedia.org/wiki/Ole_Olsen,1850 - 1927,,,,,,1888,,,,,,,,Brødrene Hals,365,
,,,Mestertyvs-marsch,,Olsen Ole,https://no.wikipedia.org/wiki/Ole_Olsen,1850 - 1927,,,,,,1888,,,,,,,,Norsk Musikforlag,4932,
,,,Præludium,,Olsen Ole,https://no.wikipedia.org/wiki/Ole_Olsen,1850 - 1927,,,,,,,,,,,,,,,,
4,,x,Rosendalmarschen,https://musescore.com/user/26911315/scores/6868796,Olsen Ole,https://no.wikipedia.org/wiki/Ole_Olsen,1850 - 1927,,Olsen Ole,https://no.wikipedia.org/wiki/Ole_Olsen,1850 - 1927,,1921,,,,,,,,Carl Warmuths eftf.,2597,
4,,x,Serenade,https://musescore.com/user/26911315/scores/8947480,Olsen Ole,https://no.wikipedia.org/wiki/Ole_Olsen,1850 - 1927,,,,,,1883,,Op. 19. No. 2,,,,,,Petter Håkonsen,247,
,,,To Romancer,,"Olsen, Ole Tobias",https://no.wikipedia.org/wiki/Ole_Tobias_Olsen,1830 - 1924,,,,,,1902,,,,,,,,,,
5,K,x,Fire klaverstykker,https://musescore.com/user/26911315/scores/25191541,"Onarheim, Astrid",https://no.wikipedia.org/wiki/Astrid_Onarheim,1870 - 1944,,,,,,1914,,,,,,,,Oluf By,1394,
2,,x,Julsång,https://musescore.com/user/26911315/scores/22254487,"Palm, Herman",https://sv.wikipedia.org/wiki/Herman_Palm,1863 - 1942,,"Henrici, Ida",,1861 - 1935,,1916,,,,,,,,,,
,,x,Finska rytteriets marsch,https://musescore.com/user/26911315/scores/7904480,"Palmgren, Selim",https://en.wikipedia.org/wiki/Selim_Palmgren,1878 - 1951,,,,,,Arrangement from 1902,,From the 30 years-war (1618 - 1648),https://en.wikipedia.org/wiki/Hakkapeliittain_Marssi,,,,,K. F. Wasenius,61,
,,x,"Astrid, mi Astrid",https://musescore.com/user/26911315/scores/8510591,"Paulsen, Alfred",https://no.wikipedia.org/wiki/Alfred_Paulsen,1849 - 1936,,,,,,1881,,Pseudonym: Leon Lambert,,,,,,,,
,,x,Festmarsch,https://musescore.com/user/26911315/scores/9167415,"Paulsen, Alfred",https://no.wikipedia.org/wiki/Alfred_Paulsen,1849 - 1936,,,,,,1888,,Pseudonym: Clarelius,,,,,,,,
,,x,Hilsen til vort land!,https://musescore.com/user/26911315/scores/8197031,"Paulsen, Alfred",https://no.wikipedia.org/wiki/Alfred_Paulsen,1849 - 1936,,Finn Rein Simonsen,,1880 - 1934,,1918,,"Christmas Magazine: ""Jul i Amerika""",,,,,,,,
,,x,Naar fjordene blaaner,https://musescore.com/user/26911315/scores/5815416,"Paulsen, Alfred",https://no.wikipedia.org/wiki/Alfred_Paulsen,1849 - 1936,,John Paulsen,https://no.wikipedia.org/wiki/John_Paulsen,1851 - 1924,,1907,,,,,,,,,,
,,x,"Norge, mit Norge",https://musescore.com/user/26911315/scores/6131154,"Paulsen, Alfred",https://no.wikipedia.org/wiki/Alfred_Paulsen,1849 - 1936,,Theodor Caspari,https://no.wikipedia.org/wiki/Theodor_Caspari,1853 - 1948,,1911,,,,,,,,Norsk Musikforlag,4602,
5,,x,Huldren,https://musescore.com/user/26911315/scores/6206899,"Paulus, Olaf",https://snl.no/Olaf_Paulus,1859 - 1912,,Johan Sebastian Welhaven,https://no.wikipedia.org/wiki/Johan_Sebastian_Welhaven,1807 - 1873,,,,,,,,,,Carl Warmuth,2019,
,,,I granskoven,,"Paulus, Olaf",https://snl.no/Olaf_Paulus,1859 - 1912,,"Monrad, M. J.",,,,1888,,Nordisk Musiktidende,,,,,,Carl Warmuth,,
4,,x,Mazurka,https://musescore.com/user/26911315/scores/8737695,"Paulus, Olaf",https://snl.no/Olaf_Paulus,1859 - 1912,,,,,,1894,,,,,,,,,,
2,,x,Menuet,https://musescore.com/user/26911315/scores/17568004,"Paulus, Olaf",https://snl.no/Olaf_Paulus,1859 - 1912,,,,,,1885,,Norsk Musiktidende - 1885,,,,,,Carl Warmuth,,
,,,Menuett,,"Paulus, Olaf",https://snl.no/Olaf_Paulus,1859 - 1912,,,,,,,,,,,,,,,,
,,x,Nikka-polka,https://musescore.com/user/26911315/scores/10876219,"Paulus, Olaf",https://snl.no/Olaf_Paulus,1859 - 1912,,,,,,1882,,,,,,,IMSLP,Petter Håkonsen,84,
3,,x,Novellette,https://musescore.com/user/26911315/scores/6468580,"Paulus, Olaf",https://snl.no/Olaf_Paulus,1859 - 1912,,,,,,1892,,,,,,,,,,
,,x,Polka  à la Strauss,https://musescore.com/user/26911315/scores/10818166,"Paulus, Olaf",https://snl.no/Olaf_Paulus,1859 - 1912,,,,,,1882,,,,,,,IMSLP,Petter Håkonsen,85,
5,,x,Raket-Rheinländer,https://musescore.com/user/26911315/scores/9134325,"Paulus, Olaf",https://snl.no/Olaf_Paulus,1859 - 1912,,,,,,1899,,Pseudonym: DEI,,,,,,Carl Warmuth,2399,
5,,x,Serenade,https://musescore.com/user/26911315/scores/8095911,"Paulus, Olaf",https://snl.no/Olaf_Paulus,1859 - 1912,,,,,,1889,,,,,,,,Carl Warmuth,1464,
,,,Solkverv,,"Paulus, Olaf",https://snl.no/Olaf_Paulus,1859 - 1912,,"Sivle, Per",,,,1898,,,,,,,,Carl Warmuth,2174,
3,,x,Vaarhymne,https://musescore.com/user/26911315/scores/6433501,"Paulus, Olaf",https://snl.no/Olaf_Paulus,1859 - 1912,,Johan Sebastian Welhaven,https://no.wikipedia.org/wiki/Johan_Sebastian_Welhaven,1849 - 1919,,1898,,,,,,,,,,
0,,x,Vestanveir,https://musescore.com/user/26911315/scores/5821329,"Paulus, Olaf",https://snl.no/Olaf_Paulus,1859 - 1912,,Jonas Dahl,https://no.wikipedia.org/wiki/Jonas_Dahl,1849 - 1919,,,,,,,,,,Carl Warmuth,1334,
4,,x,Vuggevise,https://musescore.com/user/26911315/scores/16136080,"Paulus, Olaf",https://snl.no/Olaf_Paulus,1859 - 1912,,,,,,1888,,,,,,,,,,
3,,x,Foraars-polka,https://musescore.com/user/26911315/scores/23221114,"Pedersen, Olaf Edvard",,1862 - 1940,,,,,,1885,,Opus 4 ,,,,,NB,Carl Warmuth,1107,
5,,x,Omaha Turner Wheel March,https://musescore.com/user/26911315/scores/22908718,"Pedersen, Olaf Edvard",,1862 - 1940,,,,,,1896,,Opus 14,,,,,Internet,Self published Omaha,,
1,,x,Aspåkers-polska,https://musescore.com/user/26911315/scores/7423646,"Peterson-Berger, Wilhelm",https://no.wikipedia.org/wiki/Wilhelm_Peterson-Berger,1867 - 1942,,Erik Axel Karlfeldt,https://sv.wikipedia.org/wiki/Erik_Axel_Karlfeldt,1864 - 1931,,1901,,,,,,,,,,
4,,x,Gratulationer,https://musescore.com/user/26911315/scores/6871621,"Peterson-Berger, Wilhelm",https://no.wikipedia.org/wiki/Wilhelm_Peterson-Berger,1867 - 1942,,,,,,1896,,From Frøsøblomster part 1,,,,,,Abr. Lundquist,3001,
,,,Mor Britta,,"Peterson-Berger, Wilhelm",https://no.wikipedia.org/wiki/Wilhelm_Peterson-Berger,1867 - 1942,,"Dahlgren, Fredrik August",https://en.wikipedia.org/wiki/Fredrik_August_Dahlgren,1816 - 1895,,1898,,,,,,,,Abr. Lundquist,3181,
2,,x,Sommarsång,https://musescore.com/user/26911315/scores/6366460,"Peterson-Berger, Wilhelm",https://no.wikipedia.org/wiki/Wilhelm_Peterson-Berger,1867 - 1942,,,,,,1896,,From Frøsøblomster part 1,,,,,,,,
2,,x,Till Rosorna,https://musescore.com/user/26911315/scores/11916175,"Peterson-Berger, Wilhelm",https://no.wikipedia.org/wiki/Wilhelm_Peterson-Berger,1867 - 1942,,,,,,1896,,From Frøsøblomster part 1,,,,,,,,
2,,x,Vid Frösö kyrka,https://musescore.com/user/26911315/scores/8455868,"Peterson-Berger, Wilhelm",https://no.wikipedia.org/wiki/Wilhelm_Peterson-Berger,1867 - 1942,,,,,,1896,,From Frøsøblomster part 1,,,,,,,,
3,,x,Fram-sang,https://musescore.com/user/26911315/scores/16531201,"Petroe, Emile",,1867 - 1956,,,,,,1896,,Pseudonym for Emil Petersen,,,,,NB,Haakon Zapffe,317,
2,,x,Møller-polka,https://musescore.com/user/26911315/scores/10473085,"Petroe, Emile",,1867 - 1956,,,,,,1901,,Pseudonym for Emil Petersen,,,,,,Eget forlag,,
3,,,Valse Gentile,,"Pierson, Anna B.",,,,,,,,1957,,,,,,,,,,
2,,x,As you like it,https://musescore.com/user/26911315/scores/6321340,"Plesner, Jørgen",https://www.nb.no/items/a6c4e82546747d49f13f5651ce9c10e5?page=73&searchText=jørgen,1887 - 1930,,,,,,1912,,Op. 4,,,,,,,,
2,,x,Hvide roser,https://musescore.com/user/26911315/scores/7584203,"Plesner, Jørgen",https://www.nb.no/items/a6c4e82546747d49f13f5651ce9c10e5?page=73&searchText=jørgen,1887 - 1930,,,,,,1916,,Op. 9,,,,,,Norsk Musikforlag,4691,
4,,x,Largo religioso,https://musescore.com/user/26911315/scores/6766556,"Plesner, Jørgen",https://www.nb.no/items/a6c4e82546747d49f13f5651ce9c10e5?page=73&searchText=jørgen,1887 - 1930,,,,,,1928,,,,,,,,Musik for Hjemmet,,
,,,Marguerite-vals,,"Plesner, Jørgen",https://www.nb.no/items/a6c4e82546747d49f13f5651ce9c10e5?page=73&searchText=jørgen,1887 - 1930,,,,,,1914,,Op. 6,,,,,,Norsk Musikforlag,J. P. 1,
3,,x,Naar Linderne blomstrer,https://musescore.com/user/26911315/scores/9229711,"Plesner, Jørgen",https://www.nb.no/items/a6c4e82546747d49f13f5651ce9c10e5?page=73&searchText=jørgen,1887 - 1930,,,,,,1918,,Op. 11,,,Titelblad tegnet av Fredrik Bødtker.,https://nkl.snl.no/Fredrik_Bødtker,,Norsk Musikforlag,4829,
,,x,Regina vals,https://musescore.com/user/26911315/scores/8568155,"Plesner, Jørgen",https://www.nb.no/items/a6c4e82546747d49f13f5651ce9c10e5?page=73&searchText=jørgen,1887 - 1930,,,,,,1914,,Op. 5,,,,,,Haakon Zapffe,1292,
5,,x,Rum blant englene,https://musescore.com/user/26911315/scores/8732259,"Plesner, Jørgen",https://www.nb.no/items/a6c4e82546747d49f13f5651ce9c10e5?page=73&searchText=jørgen,1887 - 1930,,,,,,1912,,Op. 3,,,,,,Haakon Zapffe,1111,
